Class,URL,X,Y,Width,Height,Location
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178211/HAW-4257-Orthophoto_16_6.jpg,364,110,66,66,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178211/HAW-4257-Orthophoto_16_6.jpg,843,484,43,34,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178212/HAW-4257-Orthophoto_16_7.jpg,81,910,78,86,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178212/HAW-4257-Orthophoto_16_7.jpg,667,261,63,76,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178212/HAW-4257-Orthophoto_16_7.jpg,864,511,62,80,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178212/HAW-4257-Orthophoto_16_7.jpg,977,635,23,61,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178213/HAW-4257-Orthophoto_16_8.jpg,1,635,58,70,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178213/HAW-4257-Orthophoto_16_8.jpg,864,784,79,92,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178213/HAW-4257-Orthophoto_16_8.jpg,726,467,113,60,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178213/HAW-4257-Orthophoto_16_8.jpg,642,6,73,125,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178213/HAW-4257-Orthophoto_16_8.jpg,741,92,44,50,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178213/HAW-4257-Orthophoto_16_8.jpg,902,141,78,31,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178213/HAW-4257-Orthophoto_16_8.jpg,813,1,43,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178213/HAW-4257-Orthophoto_16_8.jpg,409,440,26,56,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178214/HAW-4257-Orthophoto_16_9.jpg,77,671,32,23,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178215/HAW-4257-Orthophoto_17_2.jpg,920,449,60,91,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178216/HAW-4257-Orthophoto_17_3.jpg,860,600,42,41,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178216/HAW-4257-Orthophoto_17_3.jpg,604,245,27,47,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178216/HAW-4257-Orthophoto_17_3.jpg,894,381,36,45,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178216/HAW-4257-Orthophoto_17_3.jpg,33,348,76,49,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178218/HAW-4257-Orthophoto_17_4.jpg,338,522,62,78,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178218/HAW-4257-Orthophoto_17_4.jpg,402,563,33,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178218/HAW-4257-Orthophoto_17_4.jpg,830,623,39,36,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178219/HAW-4257-Orthophoto_17_5.jpg,77,432,82,53,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178219/HAW-4257-Orthophoto_17_5.jpg,876,320,104,94,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178219/HAW-4257-Orthophoto_17_5.jpg,807,661,58,74,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178219/HAW-4257-Orthophoto_17_5.jpg,622,580,69,46,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178219/HAW-4257-Orthophoto_17_5.jpg,576,681,48,30,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178220/HAW-4257-Orthophoto_17_6.jpg,743,496,90,85,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178220/HAW-4257-Orthophoto_17_6.jpg,709,819,72,82,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178220/HAW-4257-Orthophoto_17_6.jpg,151,409,48,40,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178221/HAW-4257-Orthophoto_17_7.jpg,167,794,77,74,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178222/HAW-4257-Orthophoto_17_8.jpg,712,98,60,86,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178223/HAW-4257-Orthophoto_18_3.jpg,324,687,92,64,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178224/HAW-4257-Orthophoto_18_4.jpg,970,67,30,65,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178225/HAW-4257-Orthophoto_18_5.jpg,288,520,68,60,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178225/HAW-4257-Orthophoto_18_5.jpg,643,751,41,49,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178225/HAW-4257-Orthophoto_18_5.jpg,649,805,52,51,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178225/HAW-4257-Orthophoto_18_5.jpg,669,200,44,53,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178225/HAW-4257-Orthophoto_18_5.jpg,878,213,45,38,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178225/HAW-4257-Orthophoto_18_5.jpg,791,597,36,54,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178225/HAW-4257-Orthophoto_18_5.jpg,789,338,41,53,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178225/HAW-4257-Orthophoto_18_5.jpg,845,25,36,34,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178226/HAW-4257-Orthophoto_18_6.jpg,511,96,62,70,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178226/HAW-4257-Orthophoto_18_6.jpg,70,1,56,61,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178226/HAW-4257-Orthophoto_18_6.jpg,302,968,55,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178226/HAW-4257-Orthophoto_18_6.jpg,156,158,41,50,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178226/HAW-4257-Orthophoto_18_6.jpg,191,289,81,54,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178226/HAW-4257-Orthophoto_18_6.jpg,320,259,52,61,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178226/HAW-4257-Orthophoto_18_6.jpg,119,692,37,29,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178227/HAW-4257-Orthophoto_18_7.jpg,514,887,58,50,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178227/HAW-4257-Orthophoto_18_7.jpg,584,183,35,26,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178229/HAW-4257-Orthophoto_18_8.jpg,302,596,49,72,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178229/HAW-4257-Orthophoto_18_8.jpg,44,445,87,64,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178229/HAW-4257-Orthophoto_18_8.jpg,219,293,30,58,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178229/HAW-4257-Orthophoto_18_8.jpg,520,800,36,45,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178230/HAW-4257-Orthophoto_19_3.jpg,40,59,58,71,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178230/HAW-4257-Orthophoto_19_3.jpg,922,887,73,79,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178230/HAW-4257-Orthophoto_19_3.jpg,294,670,47,44,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178230/HAW-4257-Orthophoto_19_3.jpg,152,634,46,30,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178231/HAW-4257-Orthophoto_19_4.jpg,491,285,37,40,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178232/HAW-4257-Orthophoto_19_5.jpg,622,62,106,93,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178232/HAW-4257-Orthophoto_19_5.jpg,697,492,38,53,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178232/HAW-4257-Orthophoto_19_5.jpg,593,518,46,29,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178232/HAW-4257-Orthophoto_19_5.jpg,838,108,31,50,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178232/HAW-4257-Orthophoto_19_5.jpg,934,168,30,45,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178232/HAW-4257-Orthophoto_19_5.jpg,748,876,26,52,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178232/HAW-4257-Orthophoto_19_5.jpg,663,759,32,25,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178233/HAW-4257-Orthophoto_19_6.jpg,181,205,63,74,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178233/HAW-4257-Orthophoto_19_6.jpg,276,1,75,34,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178233/HAW-4257-Orthophoto_19_6.jpg,572,5,62,65,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178233/HAW-4257-Orthophoto_19_6.jpg,126,595,84,80,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178233/HAW-4257-Orthophoto_19_6.jpg,377,734,68,67,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178233/HAW-4257-Orthophoto_19_6.jpg,131,920,79,79,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178233/HAW-4257-Orthophoto_19_6.jpg,838,559,71,59,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178233/HAW-4257-Orthophoto_19_6.jpg,741,1,31,34,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178234/HAW-4257-Orthophoto_19_7.jpg,427,463,66,53,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178234/HAW-4257-Orthophoto_19_7.jpg,957,910,43,81,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178235/HAW-4257-Orthophoto_19_8.jpg,1,908,47,85,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178235/HAW-4257-Orthophoto_19_8.jpg,553,278,99,88,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178236/HAW-4257-Orthophoto_20_3.jpg,102,772,88,56,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178236/HAW-4257-Orthophoto_20_3.jpg,256,810,35,32,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178236/HAW-4257-Orthophoto_20_3.jpg,269,864,37,17,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178236/HAW-4257-Orthophoto_20_3.jpg,743,393,41,46,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178236/HAW-4257-Orthophoto_20_3.jpg,793,809,56,49,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178236/HAW-4257-Orthophoto_20_3.jpg,910,949,88,51,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178236/HAW-4257-Orthophoto_20_3.jpg,476,34,56,54,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178236/HAW-4257-Orthophoto_20_3.jpg,593,8,37,38,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178236/HAW-4257-Orthophoto_20_3.jpg,697,109,43,36,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10178237/HAW-4257-Orthophoto_20_4.jpg,791,159,207,253,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178237/HAW-4257-Orthophoto_20_4.jpg,218,872,63,65,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178237/HAW-4257-Orthophoto_20_4.jpg,393,955,67,44,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178237/HAW-4257-Orthophoto_20_4.jpg,28,659,50,37,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178237/HAW-4257-Orthophoto_20_4.jpg,473,335,34,33,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178238/HAW-4257-Orthophoto_20_5.jpg,97,803,54,61,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178238/HAW-4257-Orthophoto_20_5.jpg,691,958,75,42,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178238/HAW-4257-Orthophoto_20_5.jpg,584,206,75,85,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178238/HAW-4257-Orthophoto_20_5.jpg,202,814,64,74,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178240/HAW-4257-Orthophoto_20_6.jpg,506,905,53,70,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178241/HAW-4257-Orthophoto_20_7.jpg,197,429,94,109,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178241/HAW-4257-Orthophoto_20_7.jpg,210,243,30,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178241/HAW-4257-Orthophoto_20_7.jpg,177,358,39,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178241/HAW-4257-Orthophoto_20_7.jpg,497,784,51,33,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178241/HAW-4257-Orthophoto_20_7.jpg,588,826,55,50,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178241/HAW-4257-Orthophoto_20_7.jpg,497,929,43,30,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178241/HAW-4257-Orthophoto_20_7.jpg,681,537,45,67,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178241/HAW-4257-Orthophoto_20_7.jpg,148,716,80,64,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178242/HAW-4257-Orthophoto_20_8.jpg,293,459,89,74,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178242/HAW-4257-Orthophoto_20_8.jpg,85,576,101,69,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178242/HAW-4257-Orthophoto_20_8.jpg,506,180,67,65,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178242/HAW-4257-Orthophoto_20_8.jpg,461,17,57,72,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178243/HAW-4257-Orthophoto_21_2.jpg,874,926,42,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178243/HAW-4257-Orthophoto_21_2.jpg,916,905,35,26,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178244/HAW-4257-Orthophoto_21_3.jpg,349,218,78,82,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178244/HAW-4257-Orthophoto_21_3.jpg,234,212,54,55,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178244/HAW-4257-Orthophoto_21_3.jpg,910,1,83,40,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178244/HAW-4257-Orthophoto_21_3.jpg,976,856,24,30,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178244/HAW-4257-Orthophoto_21_3.jpg,915,783,41,51,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178245/HAW-4257-Orthophoto_21_4.jpg,1,834,44,59,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178245/HAW-4257-Orthophoto_21_4.jpg,343,341,47,44,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178245/HAW-4257-Orthophoto_21_4.jpg,765,37,75,58,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178246/HAW-4257-Orthophoto_21_5.jpg,585,358,76,52,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178246/HAW-4257-Orthophoto_21_5.jpg,686,1,61,27,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178246/HAW-4257-Orthophoto_21_5.jpg,419,656,40,50,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178246/HAW-4257-Orthophoto_21_5.jpg,252,137,41,34,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178247/HAW-4257-Orthophoto_21_6.jpg,528,805,67,53,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178247/HAW-4257-Orthophoto_21_6.jpg,713,103,77,67,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178247/HAW-4257-Orthophoto_21_6.jpg,936,191,64,68,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178247/HAW-4257-Orthophoto_21_6.jpg,498,349,58,38,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178247/HAW-4257-Orthophoto_21_6.jpg,582,246,36,35,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178247/HAW-4257-Orthophoto_21_6.jpg,681,578,41,31,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178248/HAW-4257-Orthophoto_21_7.jpg,448,549,76,76,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178248/HAW-4257-Orthophoto_21_7.jpg,149,784,48,34,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178248/HAW-4257-Orthophoto_21_7.jpg,215,380,53,38,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178248/HAW-4257-Orthophoto_21_7.jpg,66,409,52,54,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178249/HAW-4257-Orthophoto_21_8.jpg,27,299,80,69,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178249/HAW-4257-Orthophoto_21_8.jpg,191,146,70,42,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178250/HAW-4257-Orthophoto_22_3.jpg,270,685,69,48,"Hawaii, HI, USA"
echinothrix_calamaris,https://colo.tator.io/fathomnet-public/52/153/10178250/HAW-4257-Orthophoto_22_3.jpg,56,795,84,117,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178252/HAW-4257-Orthophoto_22_4.jpg,155,929,31,24,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178253/HAW-4257-Orthophoto_22_5.jpg,318,120,30,44,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178253/HAW-4257-Orthophoto_22_5.jpg,799,683,40,26,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10178254/HAW-4257-Orthophoto_22_6.jpg,244,364,69,81,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178255/HAW-4257-Orthophoto_23_2.jpg,423,734,65,66,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178256/HAW-4257-Orthophoto_23_3.jpg,523,262,33,33,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178256/HAW-4257-Orthophoto_23_3.jpg,591,222,44,56,"Hawaii, HI, USA"
heterocentrotus_mammillatus,https://colo.tator.io/fathomnet-public/52/153/10178256/HAW-4257-Orthophoto_23_3.jpg,970,345,30,87,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178257/HAW-4257-Orthophoto_23_4.jpg,890,381,73,68,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178257/HAW-4257-Orthophoto_23_4.jpg,716,489,68,64,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178257/HAW-4257-Orthophoto_23_4.jpg,343,479,43,52,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178257/HAW-4257-Orthophoto_23_4.jpg,486,791,45,22,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178257/HAW-4257-Orthophoto_23_4.jpg,40,158,34,71,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178257/HAW-4257-Orthophoto_23_4.jpg,397,959,73,41,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178258/HAW-4257-Orthophoto_23_5.jpg,455,617,52,63,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178258/HAW-4257-Orthophoto_23_5.jpg,410,367,66,36,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178258/HAW-4257-Orthophoto_23_5.jpg,815,163,48,45,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178259/HAW-4257-Orthophoto_23_6.jpg,389,271,64,46,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178259/HAW-4257-Orthophoto_23_6.jpg,135,312,53,38,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178260/HAW-4257-Orthophoto_24_2.jpg,585,555,53,71,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10178262/HAW-4257-Orthophoto_24_3.jpg,614,381,46,78,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178262/HAW-4257-Orthophoto_24_3.jpg,218,399,51,56,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178262/HAW-4257-Orthophoto_24_3.jpg,805,79,31,22,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178262/HAW-4257-Orthophoto_24_3.jpg,585,847,41,77,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178262/HAW-4257-Orthophoto_24_3.jpg,769,700,36,33,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178263/HAW-4257-Orthophoto_24_4.jpg,548,484,63,65,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178263/HAW-4257-Orthophoto_24_4.jpg,259,925,75,56,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178263/HAW-4257-Orthophoto_24_4.jpg,397,1,68,19,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178263/HAW-4257-Orthophoto_24_4.jpg,135,168,29,41,"Hawaii, HI, USA"
diadema_paucispinum,https://colo.tator.io/fathomnet-public/52/153/10178264/HAW-4257-Orthophoto_24_5.jpg,623,210,163,168,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178264/HAW-4257-Orthophoto_24_5.jpg,470,126,35,36,"Hawaii, HI, USA"
echinometra_mathaei,https://colo.tator.io/fathomnet-public/52/153/10178264/HAW-4257-Orthophoto_24_5.jpg,320,193,43,49,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178265/HAW-4257-Orthophoto_25_2.jpg,248,26,86,66,"Hawaii, HI, USA"
tripneustes_gratilla,https://colo.tator.io/fathomnet-public/52/153/10178265/HAW-4257-Orthophoto_25_2.jpg,280,260,88,75,"Hawaii, HI, USA"
